impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K18-109234,A560104,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1874568,In Public Home,,Dog,,Male,Pomeranian,White / White,06/11/2018 12:00:00 AM,Date Found,148TH ST AND 46TH AVE S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1874568,Image Copyright HLP Inc. 2018,,
K18-109423,A560532,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1876371,LOST,Apache,Dog,,Male,German Shepherd,Unknown,06/16/2018 12:00:00 AM,Date Lost,S 188TH ST AND 42ND AVE S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1876371,Image Copyright HLP Inc. 2018,,
K18-109155,A559885,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1873556,LOST,Turtle,Cat,,Female,American Shorthair,Unknown,06/10/2018 12:00:00 AM,Date Lost,15100 SE 46TH WAY,BELLEVUE,WA,98006,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1873556,Image Copyright HLP Inc. 2018,,
K18-109283,A560227,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1874935,In Public Home,,Dog,,Female,Alaskan Husky,White / Black,06/12/2018 12:00:00 AM,Date Found,,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1874935,Image Copyright HLP Inc. 2018,,
K18-109735,A561528,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1879980,In Public Home,,Dog,,Male,Australian Shepherd,Black / Brown,06/26/2018 12:00:00 AM,Date Found,2100 N PROCTOR ST,TACOMA,WA,98406,PIERCE COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1879980,Image Copyright HLP Inc. 2018,,
K18-110097,A562637,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1885692,LOST,Annie,Cat,,Female,Domestic Mediumhair,Unknown,07/03/2018 12:00:00 AM,Date Lost,21638 94TH PLACE S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1885692,Image Copyright HLP Inc. 2018,,
K18-110004,A562304,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1883800,LOST,Kizzy,Cat,,Female,Domestic Longhair,Unknown,07/01/2018 12:00:00 AM,Date Lost,11000 128TH PL NE,KIRKLAND,WA,98033,KIRKLAND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1883800,Image Copyright HLP Inc. 2018,,
K18-109288,A560229,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1875009,LOST,Max,Dog,,Male,Maltese,Unknown,06/10/2018 12:00:00 AM,Date Lost,14400 SE 40TH ST,BELLEVUE,WA,98006,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1875009,Image Copyright HLP Inc. 2018,,
K18-109720,A561493,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1879794,LOST,Shorty,Dog,,Male,Rat Terrier,Unknown,06/25/2018 12:00:00 AM,Date Lost,17200 SE 267TH PL,COVINGTON,WA,98042,COVINGTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1879794,Image Copyright HLP Inc. 2018,,
K18-109662,A561135,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1879228,LOST,Diamond,Cat,,Female,Siamese,Unknown,06/24/2018 12:00:00 AM,Date Lost,14100 168TH AVE NE,WOODINVILLE,WA,98072,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1879228,Image Copyright HLP Inc. 2018,,
K18-109236,A560106,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1874643,LOST,Boris,Cat,,Male,Snowshoe,Unknown,06/12/2018 12:00:00 AM,Date Lost,8600 ISLAND DR S,SEATTLE,WA,98118,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1874643,Image Copyright HLP Inc. 2018,,
K18-109150,A559879,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1873434,LOST,Mr. Kitty,Cat,,Male,American Shorthair,Unknown,06/06/2018 12:00:00 AM,Date Lost,12600 SE 307TH ST,AUBURN,WA,98092,AUBURN,47.326202,-122.175674,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1873434,Image Copyright HLP Inc. 2018,,
K18-109813,A561822,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1880922,LOST,Daisy,Cat,,Female,Domestic Shorthair,Unknown,06/15/2018 12:00:00 AM,Date Lost,4600 S 148TH ST,TUKWILA,WA,98168,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1880922,Image Copyright HLP Inc. 2018,,
K18-109438,A560608,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1876611,LOST,Sweet Pea,Cat,,Female,Siamese,Unknown,06/17/2018 12:00:00 AM,Date Lost,2300 SE 8TH PL,RENTON,WA,98055,RENTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1876611,Image Copyright HLP Inc. 2018,,
K18-110058,A562458,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1884797,LOST,Ling Ling,Cat,,Male,Manx,Unknown,07/06/2018 12:00:00 AM,Date Lost,16000 67TH LN NE,KENMORE,WA,98028,KENMORE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1884797,Image Copyright HLP Inc. 2018,,
K18-110056,A562456,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1884769,LOST,Leonard Ling,Cat,,Male,Manx,Unknown,07/06/2018 12:00:00 AM,Date Lost,16000 67TH LN NE,KENMORE,WA,98028,KENMORE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1884769,Image Copyright HLP Inc. 2018,,
K18-109039,A559709,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1872417,LOST,Nala,Cat,,Female,American Shorthair,Unknown,06/05/2018 12:00:00 AM,Date Lost,118TH & SE 249TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1872417,Image Copyright HLP Inc. 2018,,
K18-110199,A562965,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1886770,LOST,Lyra,Cat,,Female,Domestic Shorthair,Unknown,07/09/2018 12:00:00 AM,Date Lost,11400 NE 132ND ST,KIRKLAND,WA,98034,KIRKLAND,47.718691,-122.19285,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1886770,Image Copyright HLP Inc. 2018,,
K18-110180,A562800,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1886438,LOST,Kazoo,Cat,,Male,Domestic Longhair,Unknown,06/11/2018 12:00:00 AM,Date Lost,32800 NE 40TH CIR,CARNATION,WA,98014,CARNATION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1886438,Image Copyright HLP Inc. 2018,,
K18-109358,A560470,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1875732,LOST,Kimmy,Dog,,Female,German Shepherd,Unknown,06/15/2018 12:00:00 AM,Date Lost,123RD AVE SE AND SE 272ND ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1875732,Image Copyright HLP Inc. 2018,,
K18-109507,A560821,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1877465,LOST,Nugget,Cat,,Male,Domestic Shorthair,Unknown,06/17/2018 12:00:00 AM,Date Lost,20600 208TH AVE SE,RENTON,WA,98058,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1877465,Image Copyright HLP Inc. 2018,,
K18-109330,A560355,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1875277,LOST,Milley,Cat,,Female,Domestic Shorthair,Unknown,06/11/2018 12:00:00 AM,Date Lost,3800 S 306TH PL,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1875277,Image Copyright HLP Inc. 2018,,
K18-109978,A562184,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1883295,LOST,Freyja,Dog,,Female,Manchester Terrier,Unknown,07/04/2018 12:00:00 AM,Date Lost,SE 165TH PL,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1883295,Image Copyright HLP Inc. 2018,,
K18-110027,A562372,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1884238,LOST,El Diablo,Cat,,Male,Domestic Longhair,Unknown,07/06/2018 12:00:00 AM,Date Lost,LINDEN AVE & N 178TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1884238,Image Copyright HLP Inc. 2018,,
K18-110135,A562684,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1885914,LOST,Mookie,Cat,,Female,Domestic Shorthair,Unknown,07/09/2018 12:00:00 AM,Date Lost,10800 SE 200TH ST,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1885914,Image Copyright HLP Inc. 2018,,
K18-109679,A561355,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1879377,LOST,Fatboy,Cat,,Male,Domestic Shorthair,Unknown,06/24/2018 12:00:00 AM,Date Lost,LAST SEEN AT A REST STOP,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1879377,Image Copyright HLP Inc. 2018,,
K18-109676,A561352,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1879357,LOST,Joey,Cat,,Male,Domestic Shorthair,Unknown,06/18/2018 12:00:00 AM,Date Lost,311TH AVENUE NE & NE 139TH ST,DUVALL,WA,98019,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1879357,Image Copyright HLP Inc. 2018,,
K18-110141,A562690,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1885979,LOST,Shelby,Dog,,Female,Chinese Sharpei,Unknown,07/09/2018 12:00:00 AM,Date Lost,14500 114TH AVE NE,BOTHELL,WA,98034,BOTHELL,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1885979,Image Copyright HLP Inc. 2018,,
K18-109157,A559887,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1873563,LOST,Mr. Tumnus,Cat,,Male,American Shorthair,Unknown,06/10/2018 12:00:00 AM,Date Lost,15100 SE 46TH WAY,BELLEVUE,WA,98006,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1873563,Image Copyright HLP Inc. 2018,,
K18-109354,A560466,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1875629,LOST,Kimmy,Dog,,Female,German Shepherd,Unknown,06/15/2018 12:00:00 AM,Date Lost,123RD AVENUE SE & SE 272ND PL,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1875629,Image Copyright HLP Inc. 2018,,
K18-110059,A562459,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1884807,LOST,Hunter,Dog,,Male,Lhasa Apso,Unknown,07/04/2018 12:00:00 AM,Date Lost,23100 SE 230TH PL,MAPLE VALLEY,WA,98038,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1884807,Image Copyright HLP Inc. 2018,,
K18-109168,A559897,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1873734,LOST,Sqwishy,Dog,,Female,Pug,Unknown,06/10/2018 12:00:00 AM,Date Lost,45TH AND WILDWOOD. WEST SEATTLE.CLOSE TO,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1873734,Image Copyright HLP Inc. 2018,,
K18-110178,A562798,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1886417,LOST,Zorro,Cat,,Male,Domestic Mediumhair,Unknown,07/08/2018 12:00:00 AM,Date Lost,10600 SE 252ND ST,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1886417,Image Copyright HLP Inc. 2018,,
K18-109646,A561118,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1878930,LOST,Walker,Cat,,Male,Maine Coon,Unknown,06/22/2018 12:00:00 AM,Date Lost,2176 OHIO ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1878930,Image Copyright HLP Inc. 2018,,
K18-109200,A560015,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1874079,LOST,Cosme,Cat,,Male,Domestic Shorthair,Unknown,06/09/2018 12:00:00 AM,Date Lost,7300 EARL AVE NW,SEATTLE,WA,98117,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1874079,Image Copyright HLP Inc. 2018,,
K18-109487,A560701,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1877166,LOST,Taz,Cat,,Male,American Shorthair,Unknown,06/14/2018 12:00:00 AM,Date Lost,5200 S 283RD ST,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1877166,Image Copyright HLP Inc. 2018,,
K18-109395,A560504,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1876110,LOST,Destiny,Cat,,Female,Domestic Shorthair,Unknown,06/14/2018 12:00:00 AM,Date Lost,22600 42ND PL S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1876110,Image Copyright HLP Inc. 2018,,
K18-109235,A560105,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1874631,LOST,Jaq Jaq,Dog,,Male,Pit Bull,Unknown,06/12/2018 12:00:00 AM,Date Lost,29000 164TH AVE SE,KENT,WA,98042,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1874631,Image Copyright HLP Inc. 2018,,
K18-110138,A562687,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1885951,LOST,Douglas,Cat,,Male,American Shorthair,Unknown,07/03/2018 12:00:00 AM,Date Lost,342 SW 293RD STREET,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1885951,Image Copyright HLP Inc. 2018,,
K18-109355,A560467,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1875660,LOST,Tux,Cat,,Male,Domestic Longhair,Unknown,06/09/2018 12:00:00 AM,Date Lost,LOCUST WAY AND 212TH PLACE SW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1875660,Image Copyright HLP Inc. 2018,,
K18-110136,A562685,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1885926,LOST,Astraya,Dog,,Female,Labrador Retriever,Unknown,07/09/2018 12:00:00 AM,Date Lost,2600 280TH PL NE,REDMOND,WA,98053,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1885926,Image Copyright HLP Inc. 2018,,
K18-109901,A562014,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1882038,LOST,Koeby & Zoey,Dog,,Male,Siberian Husky,Unknown,07/01/2018 12:00:00 AM,Date Lost,SE 21 ST & RICHARDS ROAD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1882038,Image Copyright HLP Inc. 2018,,
K18-109247,A560170,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1874806,LOST,Sofie,Cat,,Female,American Shorthair,Unknown,06/12/2018 12:00:00 AM,Date Lost,NE 24TH STREET,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1874806,Image Copyright HLP Inc. 2018,,
K18-109210,A560031,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1874200,LOST,Josie,Dog,,Female,Bluetick Hound,Unknown,06/11/2018 12:00:00 AM,Date Lost,33400 NE 42ND ST,CARNATION,WA,98014,CARNATION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1874200,Image Copyright HLP Inc. 2018,,
K18-110062,A554037,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A554037,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Genie,Cat,1 YEAR 3 MONTHS,Spayed Female,Domestic Shorthair,Black / White,07/07/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A554037,Image Copyright HLP Inc. 2018,"Received on: 2018-07-07<p></p> Description: Black / White<p></p>  Spayed Female Domestic Shorthair Cat<p></p> Age: 1 YEAR 3 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi! My name is Genie and I am available for adoption.<p></p><p></p>I was transferred in from another animal agency on 3/14/18.<p></p><p></p>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p></p><p></p>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p></p><p></p>My caregivers have noticed that I seem to do well with other cats. When meeting cats in a new home, I would do best with a slow introduction.<p></p><p></p><p></p> Adoption Fee: $30.00<p></p>",
K18-109753,A561618,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A561618,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Zan,Cat,7 WEEKS,Male,Domestic Mediumhair,White / Gray,06/27/2018 12:00:00 AM,Received on,11800 77TH AVE S,SEATTLE,WA,98178,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A561618,Image Copyright HLP Inc. 2018,"Received on: 2018-06-27<p></p> Found Near: 11800 77TH AVE S, SEATTLE WA 98178<p></p> Description: White / Gray Male Domestic Mediumhair Cat<p></p> Age: 7 WEEKS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>",
K18-110160,A562784,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A562784,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Kiki,Dog,1 YEAR,Female,Terrier / Miniature Poodle,Black / Black,07/10/2018 12:00:00 AM,Received on,9500 SE 11TH ST,BELLEVUE,WA,98004,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A562784,Image Copyright HLP Inc. 2018,"Received on: 2018-07-10<p></p> Found Near: 9500 SE 11TH ST, BELLEVUE WA 98004<p></p> Description: Black / Black Female Terrier / Miniature Poodle Dog<p></p> Age: 1 YEAR<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>",GREEN
